-4.76E+05	1.10E+01
-4.66E+05	8.63E+00
-4.57E+05	6.26E+00
-4.47E+05	3.94E+00
-4.38E+05	1.67E+00
-4.28E+05	-5.43E-01
-4.19E+05	-1.77E+00
-4.09E+05	-1.64E+00
-4.00E+05	-1.46E+00
-3.90E+05	-1.29E+00
-3.81E+05	-1.14E+00
-3.71E+05	-9.86E-01
-3.62E+05	-8.31E-01
-3.52E+05	-6.88E-01
-3.43E+05	-5.49E-01
-3.33E+05	-4.12E-01
-3.24E+05	-2.75E-01
-3.14E+05	-1.41E-01
-3.05E+05	-1.24E-02
-2.95E+05	1.13E-01
-2.85E+05	2.35E-01
-2.76E+05	3.54E-01
-2.66E+05	4.68E-01
-2.57E+05	5.76E-01
-2.47E+05	6.79E-01
-2.38E+05	7.77E-01
-2.28E+05	8.71E-01
-2.19E+05	9.64E-01
-2.09E+05	1.05E+00
-2.00E+05	1.14E+00
-1.90E+05	1.22E+00
-1.81E+05	1.30E+00
-1.71E+05	1.37E+00
-1.62E+05	1.44E+00
-1.52E+05	1.51E+00
-1.43E+05	1.57E+00
-1.33E+05	1.63E+00
-1.24E+05	1.68E+00
-1.14E+05	1.73E+00
-1.05E+05	1.78E+00
-9.52E+04	1.82E+00
-8.56E+04	1.86E+00
-7.61E+04	1.89E+00
-6.66E+04	1.93E+00
-5.71E+04	1.96E+00
-4.76E+04	1.99E+00
-3.81E+04	2.01E+00
-2.85E+04	2.03E+00
-1.90E+04	2.04E+00
-9.52E+03	2.04E+00
0.00E+00	2.04E+00
9.52E+03	2.04E+00
1.90E+04	2.03E+00
2.85E+04	2.02E+00
3.81E+04	2.01E+00
4.76E+04	1.99E+00
5.71E+04	1.96E+00
6.66E+04	1.93E+00
7.61E+04	1.90E+00
8.56E+04	1.86E+00
9.52E+04	1.82E+00
1.05E+05	1.78E+00
1.14E+05	1.74E+00
1.24E+05	1.68E+00
1.33E+05	1.63E+00
1.43E+05	1.57E+00
1.52E+05	1.51E+00
1.62E+05	1.44E+00
1.71E+05	1.37E+00
1.81E+05	1.30E+00
1.90E+05	1.22E+00
2.00E+05	1.14E+00
2.09E+05	1.06E+00
2.19E+05	9.65E-01
2.28E+05	8.71E-01
2.38E+05	7.76E-01
2.47E+05	6.78E-01
2.57E+05	5.76E-01
2.66E+05	4.69E-01
2.76E+05	3.57E-01
2.85E+05	2.38E-01
2.95E+05	1.14E-01
3.05E+05	-1.31E-02
3.14E+05	-1.44E-01
3.24E+05	-2.79E-01
3.33E+05	-4.16E-01
3.43E+05	-5.53E-01
3.52E+05	-6.92E-01
3.62E+05	-8.35E-01
3.71E+05	-9.88E-01
3.81E+05	-1.14E+00
3.90E+05	-1.29E+00
4.00E+05	-1.46E+00
4.09E+05	-1.64E+00
4.19E+05	-1.77E+00
4.28E+05	-5.37E-01
4.38E+05	1.67E+00
4.47E+05	3.94E+00
4.57E+05	6.26E+00
4.66E+05	8.63E+00
4.76E+05	1.10E+01
