5.078050288,0.000479042
6.601538937,0.000838323
8.564198385,-0.006347305
8.807985994,-0.011017964
9.052067854,-0.01497006
9.31998411,-0.020718563
9.541261457,-0.020359281
9.562888964,-0.02754491
9.732377996,-0.033652695
9.999264371,-0.041916168
10.29027939,-0.051257485
10.4602098,-0.056287425
10.75093057,-0.066347305
10.94572526,-0.070658683
11.01737557,-0.075688623
11.16494284,-0.075329341
11.48244052,-0.08
11.75285792,-0.079640719
11.95000662,-0.078203593
12.19673675,-0.075688623
12.51673557,-0.074251497
12.76243582,-0.074251497
12.95958452,-0.072814371
13.20572614,-0.071736527
13.50130206,-0.06994012
13.69815651,-0.069221557
14.01859671,-0.066706587
14.21589254,-0.06491018
14.46247554,-0.062754491
14.75775721,-0.061676647
14.95417028,-0.062035928
